Application ID,Submission Date,Agent,Product,Monthly Commission,Theater,Region,SubRegion,r,p_1,p_2,p_3
0066000001aP247,42748.33333,Mia Hamm,PDP,5,Americas,USA,Southwest,0,0.180461959,0.1987522,0.113254972
0066000001MGOnh,42734.33333,Boris Leverett,MA,157.37378,Americas,USA,Northeast,0,0.365917643,0.365852698,0.262573155
0066000001SpNnh,42709.33333,Holly Mescher,IFP,97.784,Americas,USA,Southeast,1,0.536641643,0.534607117,0.473185302
0066000001MDhaO,42794.33333,Frederick Saul,MA,5,Americas,USA,Central,0,0,0.1987522,0
00660000012KPlM,42784.33333,Stephenie Mcelligott,MA,181.5192,Americas,Latin America,Latin America,1,0.174920268,0.165983705,0.109696599
0066000001MEnIU,42902.29167,Emilio Luczynski,MA,155,Asia Pacific,China,China,0,0,0.005605207,0
0066000001aMehV,42739.375,Darin Pellegren,MS,32.58,EMEA,Central Europe,Central Europe,0,0.079731565,0.098524952,0.062234009
0066000001Smr2H,42753.33333,Wilma Rudolph,MS,35.2594,Americas,USA,Northwest,0,0.427703507,0.528140785,0.351278071
0066000001SnSAR,42794.33333,Joetta Lafromboise,MS,5,Americas,Canada,Canada,0,0,0.528140785,0
0066000001MFQJe,42734.33333,Mozelle Archambault,MA,124.99572,Americas,USA,Northeast,0,0.053902709,0.058733498,0.028983387
0066000001SmtVj,42779.33333,Tom Brady,MA,725.99328,Americas,USA,Southwest,0,0.20976902,0.219136652,0.405436996
0066000001aOSrv,42770.33333,Ulysses Veitch,MS,5,Americas,USA,Central,0,0.232696135,0.275665549,0.164449507
0066000001MEnIu,42745.33333,Tom Brady,MS,5,Americas,USA,Southwest,0,0.002160447,0.002495181,0.001780043
0066000001MEXgg,42755.33333,Stephenie Mcelligott,MS,85,Americas,Latin America,Latin America,0,0.042730255,0.046711297,0.030216861
0066000000wd4FO,43039.29167,Fredricka Liu,DT,141.7416,Asia Pacific,Japan,Japan,0,0,0.003540167,0
0066000001EdVaB,42734.33333,Serita Silberman,IFP,141.4479,Americas,USA,Northwest,1,0.305738112,0.29978012,0.214248418
0066000001EdUmC,42794.33333,Michael Jordan,PDP,257.6,Americas,USA,Southwest,0,0.044206253,0.052407203,0.039751157
0066000001MFR6U,42886.29167,Marcie Siegel,MA,65,Asia Pacific,Hong Kong & Taiwan,Hong Kong & Taiwan,0,0,0,0
0066000000QE3NQ,42708.33333,Noma Keller,MA,255,Asia Pacific,AUS/NZ,AUS/NZ,0,0.024549959,0.027946627,0.019601837
0066000001aMwO8,42823.29167,Lillia Bocanegra,MS,155,Americas,Canada,Canada,0,0.045075125,0.045147979,0.030455908
0066000001MEn2l,42973.29167,Emilio Luczynski,MA,155,Asia Pacific,China,China,0,0,0.008897558,0
0066000000waMBi,42779.33333,Michael Jordan,IFP,85,Americas,USA,Southwest,0,0.047237904,0.044337798,0.029528058
0066000001MGO1M,42844.29167,Kandi Citizen,MS,97.629,Americas,USA,Central,0,0.056501901,0.057285378,0.0371723
0066000000mpa5u,42733.33333,Tom Brady,MA,57.8556,Americas,USA,Southwest,0,0,0.008021739,0
00660000012Nm0x,42855.29167,Darin Pellegren,MS,55,Americas,Canada,Canada,0,0.031424319,0.027565426,0.026403334
0066000001MFVOZ,42781.33333,Kerri Walsh,IFP,5,Americas,USA,Central,0,0,0.005470463,0
0066000001MFd4s,42734.33333,Donte Kiser,MS,5,Americas,USA,Northeast,0,0,0,0
0066000001MEEXe,42734.33333,Mia Hamm,PDP,14.85,Americas,USA,Southwest,0,0.476800039,0.4823718,0.278301876
0066000001SnmPG,42704.33333,Tom Brady,MA,5,Americas,USA,Southwest,0,0,0.4823718,0
0066000001EcwXC,42794.33333,Dollie Gracie,MS,155,Americas,USA,Central,0,0.034174834,0.03888593,0.028665227
0066000000j9B65,42718.33333,Randa Stoneham,MS,5,Asia Pacific,AUS/NZ,AUS/NZ,0,0,0.00178417,0
0066000001aPLrz,42794.33333,Latrina Pettry,IFP,5,Americas,Canada,Canada,0,0.180461959,0.210501928,0.098393507
0066000001MEaYA,42755.33333,Arnold Palmer,MA,155,Americas,USA,Northeast,0,0.049784557,0.05099268,0.035995645
0066000001MExB2,42916.29167,Emilio Luczynski,MA,55,Asia Pacific,China,China,0,0,0.210501928,0
0066000000ORUc0,42338.33333,Tom Brady,MS,147.6,Americas,USA,Southwest,0,0.087411344,0.096126704,0.071302937
0066000000ZcJ94,42822.29167,Wilma Rudolph,IFP,352.544,Americas,USA,Northwest,0,0.058289731,0.029144865,0.046284852
0066000001Ea171,42849.29167,Fredricka Liu,MA,55,EMEA,Western Europe,Western Europe,0,0.032385026,0.03925991,0.026373067
00660000018JMUA,42787.33333,Michael Jordan,MA,5,Americas,USA,Southwest,0,0,0,0
0066000001MEwBT,42704.33333,Michael Jordan,MA,5,Americas,USA,Southwest,0,0,0.000589655,0
00660000012LQ0h,42708.33333,Tressa Kennamer,MA,5,Asia Pacific,AUS/NZ,AUS/NZ,0,0.048406475,0.057793459,0.036987416
0066000001EblXb,42794.33333,Kym Rothermel,MA,5,Americas,USA,Southeast,0,0,0,0
0066000001MEMFt,42794.33333,Arnold Palmer,MS,5,Americas,USA,Northeast,0,0,0,0
0066000000s7Te9,42766.33333,Kym Rothermel,MA,233.37,Americas,Latin America,Latin America,0,0.048292947,0.024146473,0.030479304
0066000001MDe9v,42778.33333,Marco Dunavant,MA,75,EMEA,Western Europe,Western Europe,0,0.016751287,0.013323699,0.008415611
0066000000g1PE0,42883.29167,Tom Brady,MA,125,Americas,USA,Southwest,0,0.034753679,0.030114718,0.025012825
0066000001EZoRe,42823.29167,Allegra Eakle,MA,5,Americas,USA,Southeast,0,0,0,0
0066000000g0Ior,42794.33333,Darin Pellegren,MS,155,Americas,Canada,Canada,0,0.036685262,0.045628699,0.021282754
0066000001EbRMM,42745.33333,Frances Rasnake,MS,225,EMEA,Italy,Italy,0,0.031203285,0.023080009,0.021224749
0066000001Ea17u,42766.33333,Marco Dunavant,MA,115.715,EMEA,Western Europe,Western Europe,0,0.018317696,0.02638433,0.012396061
0066000001MEwBn,42787.33333,Michael Jordan,MA,5,Americas,USA,Southwest,0,0.017596419,0.020767087,0.009346264
0066000001MFHQx,42734.33333,Tressa Kennamer,MS,5,Asia Pacific,AUS/NZ,AUS/NZ,0,0,0.020767087,0
00660000012LJ7P,42824.29167,Mariann Hardman,MA,85,EMEA,Northern Europe,Northern Europe,0,0.01050039,0.01532652,0.008056872
0066000000wcrr0,42735.33333,Serena Williams,MA,156.7854,EMEA,France,France,1,0.128746045,0.137904419,0.135923155
0066000001Eaf1I,42779.33333,Fredricka Liu,MA,255,EMEA,Western Europe,Western Europe,0,0.012114003,0.005794783,0.008984822
0066000001EcWNn,42855.29167,Donte Kiser,MS,5,Americas,Canada,Canada,0,0,0.020767087,0
0066000001L7po3,42841.29167,Mathilde Butkovich,MS,75,EMEA,Middle East,Middle East,0,0.019538041,0.012831893,0.013230015
0066000001SqfO3,42807.29167,Mozelle Archambault,MA,85,Americas,USA,Northeast,0,0.025826781,0.022643666,0.018083901
0066000000TD5TN,42247.29167,Tom Brady,MS,5,Americas,USA,Southwest,0,0,0.000623837,0
00660000018KPNm,42734.33333,Randa Stoneham,MA,36.43,Asia Pacific,Singapore,Singapore,1,0.496993601,0.504732568,0.279840227
0066000001aPJ9Q,42794.33333,Wilma Rudolph,IFP,5,Americas,Canada,Canada,0,0,0.020767087,0
0066000001SpbC1,42851.29167,Jimmie Fulford,MA,118.53232,Americas,USA,Northeast,0,0.043486572,0.051909601,0.022872208
0066000001MDubr,42734.33333,Tom Brady,MS,165.24,Americas,USA,Southwest,0,0.11622979,0.113784155,0.091995293
0066000001MDtrq,42753.33333,Michael Jordan,MS,5,Americas,USA,Southwest,0,0,0.020767087,0
0066000001MGyEw,42762.33333,Livia Twine,MA,155,Asia Pacific,Malaysia,Malaysia,0,0.265547137,0.269610459,0.158779491
0066000000s734j,42766.33333,Mary Lou Retton,MA,1555,Americas,USA,Southwest,0,0,0.007589483,0
0066000001aOuXo,42766.33333,Mignon Mcdevitt,MS,3.54,Americas,USA,Mountain,1,0.261511457,0,0.213639342
0066000000s8Dt6,42762.33333,Arnold Palmer,IFP,85,Americas,USA,Northeast,0,0,0,0
0066000001SnXOI,42833.29167,Ulysses Veitch,MS,5,Americas,USA,Central,0,0,0,0
0066000001aOLod,42855.29167,Arnold Palmer,MA,75,EMEA,Spain and Portugal,Spain and Portugal,0,0.01028046,0.009876877,0.0061525
00660000012KSDX,42766.33333,Stephenie Mcelligott,MA,89.554,Americas,Latin America,Latin America,0,0.014910901,0.012707325,0.010125399
0066000001MEjEl,42751.33333,Frances Rasnake,PDP,65,EMEA,Italy,Italy,0,0,0.008263679,0
0066000001EbrnV,42766.33333,Genevieve Childress,MA,75,EMEA,Northern Europe,Northern Europe,0,0.01223023,0.020487497,0.007004576
0066000000mqCLl,42766.33333,Tressa Kennamer,MA,65,EMEA,France,France,0,0,0.003571704,0
0066000001SnKTM,42794.33333,Mia Hamm,MS,5,Americas,Canada,Canada,0,0.180896163,0.191240912,0.127448838
0066000000mpfKy,42794.33333,Lillia Bocanegra,IFP,5,Americas,Canada,Canada,0,0.180461959,0.175904496,0.046596325
0066000001EbJoI,42613.29167,Tom Brady,MS,5,Americas,USA,Southwest,0,0,0.191240912,0
00660000012NFIJ,42879.29167,Joetta Lafromboise,PDP,155,Americas,Canada,Canada,0,0.024421912,0.015250299,0.017594305
0066000001MG9CJ,42855.29167,Joetta Lafromboise,MA,55.59782,Americas,Canada,Canada,0,0.008558183,0.001337203,0.006772672
0066000001SoJsm,42762.33333,Phyliss Works,MA,115,Americas,USA,Central,0,0.030614179,0.031968451,0.025215204
0066000001SowLP,42787.33333,Tom Brady,MA,95.15435,Americas,USA,Southwest,0,0.061769299,0.061451025,0.040049782
0066000001SqM1G,43044.33333,Mozelle Archambault,MA,86.95292,Americas,USA,Northeast,0,0.040087463,0.041644041,0.023256401
0066000001EbZN6,42766.33333,Arnold Palmer,MS,5,EMEA,Spain and Portugal,Spain and Portugal,0,0,0.191240912,0
0066000000msqYv,42781.33333,Michael Jordan,MA,255.854,Americas,USA,Southwest,0,0.042942763,0.040949537,0.029192134
0066000001SnUcY,42794.33333,Mignon Mcdevitt,MS,5,Americas,USA,Mountain,0,0.005845734,0.006788904,0.00464792
0066000000wam9v,42902.29167,Ronda Rousey,MS,5,Americas,USA,Southwest,0,0,0.000373885,0
0066000001SnUcT,42794.33333,Mignon Mcdevitt,MS,456.726,Americas,USA,Mountain,0,0.091909427,0.088923294,0.07969373
0066000001aPH3V,42825.29167,Frederick Saul,IFP,46.9959,Asia Pacific,Thailand,Thailand,0,0.028245063,0.03492265,0.017384139
0066000001aNVkf,42906.29167,Kerri Walsh,PDP,5,Americas,USA,Central,0,0,0.03492265,0
0066000001Ea7qj,42885.29167,Mignon Mcdevitt,MA,75.533,Americas,USA,Mountain,0,0,0.005856028,0
0066000001SnN16,42794.33333,Nicolette Wadkins,MA,5,Americas,USA,Southeast,0,0,0,0
0066000001aO1hV,42886.29167,Serena Williams,IFP,55,EMEA,France,France,0,0,0.03492265,0
0066000001EZvzk,42794.33333,Stephenie Mcelligott,MA,5,Americas,USA,Central,0,0,0.03492265,0
0066000001MDcK9,42734.33333,Tom Brady,MS,5,Americas,USA,Southwest,0,0,0.03492265,0
0066000000mt25a,42982.29167,Emilio Luczynski,IFP,62.61348,Asia Pacific,China,China,0,0,0.004245314,0
0066000000msIDd,42436.29167,Tom Brady,IFP,165.84,Americas,USA,Southwest,0,0,0.005533659,0
0066000001aOjah,42734.33333,Wilma Rudolph,IFP,5,Americas,USA,Northwest,0,0,0.00250548,0
0066000000mpQ4x,42734.33333,Raeann Uriarte,MA,25,Americas,Latin America,Latin America,0,0.004106012,0.004210913,0.002326613
0066000001Ec4MG,42745.33333,Cary Westmoreland,MS,1493.52,EMEA,Central Europe,Central Europe,0,0.12063986,0.121829803,0.076765224
0066000000WlWca,42744.33333,Stephenie Mcelligott,MS,251.996,Americas,Latin America,Latin America,0,0.030343107,0.020492293,0.016837969
0066000001MG1fK,42794.33333,Kandi Citizen,IFP,155,Americas / Asia Pacific,Korea / USA,Central / Korea,0,0.085842358,0.086939803,0.053761119
00660000012KOhq,42383.33333,Ulysses Veitch,MS,25.845,Americas,USA,Central,0,0.002298437,0.002826026,0.001451466
0066000001aMrEZ,42794.33333,Wilma Rudolph,MS,94.638,Americas,USA,Southwest,0,0.17919303,0.169579645,0.128666823
00660000018HSuX,43008.29167,Emilio Luczynski,IFP,5,Asia Pacific,China,China,0,0,0.002826026,0
0066000001SpouN,42794.33333,Tom Brady,MA,155,Americas,USA,Southwest,0,0,0,0
00660000012Mirb,42795.33333,Genevieve Childress,MA,55,Asia Pacific,AUS/NZ,AUS/NZ,0,0.095209796,0.090449199,0.061491153
0066000001SqbIi,42732.33333,Serena Williams,MS,355,EMEA,France,France,0,0.135718885,0.067859443,0.111553161
0066000001aODWi,42794.33333,Dollie Gracie,MA,5,Americas,USA,Central,0,0.240423306,0.234792752,0.194471328
0066000001aMfQp,42794.33333,Arnold Palmer,MS,5,Americas,USA,Northeast,0,0,0.067859443,0
0066000000wZNLF,42877.29167,Tressa Kennamer,MS,55,Asia Pacific,AUS/NZ,AUS/NZ,0,0.03541633,0.041251826,0.02711854
0066000001MF6Gm,42823.29167,Raeann Uriarte,MA,44.559,Americas,Latin America,Latin America,0,0.017258441,0.019660915,0.015488572
0066000000TEzk5,42794.33333,Donte Kiser,MS,65,Americas,USA,Northeast,0,0.059429997,0.051750373,0.030977637
0066000000e0Cvp,42840.29167,Frederick Saul,IFP,153.956,Americas,USA,Central,0,0.033278106,0.03977737,0.017183012
0066000001aOBXt,42855.29167,Tom Brady,MS,5,Americas,USA,Southwest,0,0,0.004364418,0
0066000001SnWhA,42766.33333,Marco Dunavant,MS,95.2331,EMEA,Western Europe,Western Europe,0,0.039004056,0.042159071,0.031796738
0066000001MHTSY,42794.33333,Edwina Fortson,MS,5,Americas,USA,Southeast,0,0,0.019660915,0
00660000012MLNx,42734.33333,Raeann Uriarte,MA,5,Americas,Latin America,Latin America,0,0,0,0
00660000012MLNE,42766.33333,Raeann Uriarte,MA,5,Americas,Latin America,Latin America,0,0,0.019660915,0
0066000001MGFKt,42851.29167,Mozelle Archambault,MS,87.375,Americas,USA,Northeast,0,0,0.005061497,0
00660000018Jrqq,42777.33333,Cary Westmoreland,IFP,5,EMEA,Central Europe,Central Europe,0,0,0.019660915,0
0066000000wb4Ac,42794.33333,Edwina Fortson,MS,5,Americas,USA,Southeast,0,0.180461959,0.196556663,0.110456062
0066000001MFnTr,42792.33333,Frances Rasnake,MS,255,EMEA,Italy,Italy,0,0.03128367,0.038134786,0.019276237
0066000001EbPbj,42855.29167,Tom Brady,MA,155,Americas,USA,Southwest,0,0.038016021,0.028090971,0.02312221
0066000001MEqF7,42704.33333,Mary Lou Retton,MA,45,Americas,USA,Southwest,0,0,0.196556663,0
0066000000sAYIv,42886.29167,Darin Pellegren,IFP,55,Americas,Canada,Canada,0,0.047489004,0.056766518,0.032202427
0066000001L7ppp,42813.29167,Mathilde Butkovich,MS,155,EMEA,Middle East,Middle East,0,0.092508807,0.097802601,0.06427006
0066000000S050K,42155.29167,Holly Mescher,MS,5,Americas,USA,Southeast,0,0,0.196556663,0
0066000001EbFK8,42794.33333,Tom Brady,MA,55,Americas,USA,Southwest,0,0,0,0
0066000001MHSaW,42766.33333,Donte Kiser,MA,5,Americas,USA,Northwest,0,0,0.196556663,0
0066000000QFCpf,42808.29167,Kerri Walsh,IFP,324.3296,Americas,USA,Southwest,0,0.055226424,0.027613212,0.043763838
0066000001Spblp,42734.33333,Merlene Lassen,MS,49.395,Americas,Canada,Canada,0,0.243541827,0.297898126,0.152594177
00660000012KJSb,42727.33333,Nicolette Wadkins,MA,46.77165,Americas,USA,Southeast,0,0.095712792,0.095186528,0.071987644
00660000018Kuk3,42946.29167,Emilio Luczynski,MA,5,Asia Pacific,China,China,0,0,0.297898126,0
00660000018JZfF,42703.33333,Evelia Biondi,PDP,5,Americas,USA,Mountain,0,0,0.297898126,0
0066000000Wibw2,42883.29167,Tamar Boatner,MA,22.952,Americas,USA,Southeast,0,0.071609047,0.067554632,0.042263484
0066000001L7ppL,42759.33333,Mathilde Butkovich,MS,155,EMEA,Middle East,Middle East,0,0.137627244,0.134395661,0.083554135
0066000001MEYbc,42794.33333,Phyliss Works,MS,135.37685,Americas,USA,Central,0,0.104170652,0.099995032,0.089777992
0066000001aN2Z4,42886.29167,Donte Kiser,MS,5,Americas,USA,Northwest,0,0,0.009351596,0
0066000001MG7ez,42945.29167,Tamar Boatner,MS,5,Americas,USA,Southeast,0,0,0.004273886,0
00660000012K7t3,42806.29167,Serita Silberman,MA,155,EMEA,Western Europe,Western Europe,0,0.020747277,0.012451064,0.014442647
0066000001SnSls,42735.33333,Serita Silberman,MA,162.3735,Americas,USA,Northwest,0,0.0210998,0.014130269,0.015952188
0066000000WlmFY,42886.29167,Marco Dunavant,IFP,96.8352,Asia Pacific,China,China,0,0.014912529,0.013637335,0.01166374
0066000000g1fWJ,44190.33333,Tom Brady,IFP,5,Americas,USA,Southwest,0,0,0.009432822,0
00660000018HqwL,42720.33333,Kerri Walsh,MA,769.74,Americas,USA,Southwest,0,0.090455535,0.045227768,0.046563518
0066000000WknGd,42004.33333,Livia Twine,MA,5,Asia Pacific,Malaysia,Malaysia,0,0,0.045227768,0
0066000001aOgGz,42795.33333,Fredricka Liu,IFP,5,EMEA,Western Europe,Western Europe,0,0.010899936,0.013066545,0.009238203
0066000001SngTO,42794.33333,Tressa Kennamer,MS,92.84528,EMEA,France,France,0,0.114195121,0.116596939,0.092663839
00660000018KQTq,42765.33333,Lorene Ebeling,MA,66.7728,Asia Pacific,China,China,0,0.028118226,0.030018058,0.0171639
0066000000PDfDI,42766.33333,Marco Dunavant,MS,155,EMEA,Western Europe,Western Europe,0,0.037845065,0.033992717,0.027932482
0066000001aO1uy,42855.29167,Marcell Rosamond,MA,154.6655,EMEA,Central Europe,Central Europe,0,0.010032342,0.012682148,0.006755802
0066000001Ed1p9,42855.29167,Raeann Uriarte,MS,153.758,Americas,Latin America,Latin America,0,0,0,0
0066000001MFh5k,42762.33333,Serita Silberman,MA,155,EMEA,Western Europe,Western Europe,0,0.052477574,0.051127562,0.03003075
0066000001aNUM9,42794.33333,Kym Rothermel,PDP,5,Americas,USA,Southeast,0,0,0.013066545,0
0066000001SpAO3,42734.33333,Fredricka Liu,DT,46.74375,Americas,USA,Northwest,0,0.199495703,0.206464813,0.174801228
0066000000wbJz3,42794.33333,Ted Williams,MA,165,Americas,USA,Southwest,0,0,0.00435711,0
0066000001MEx8X,42945.29167,Emilio Luczynski,MA,155,Asia Pacific,China,China,0,0,0.005863751,0
0066000000mscGm,42762.33333,Allegra Eakle,MS,72.7155,Asia Pacific,Japan,Japan,0,0.053467084,0.061912058,0.047789489
0066000001MFSfT,42734.33333,Genevieve Childress,MS,55.52,EMEA,Northern Europe,Northern Europe,0,0.157462878,0.15401086,0.11149631
0066000001Sn2MM,42913.29167,Allegra Eakle,PDP,155.18,Asia Pacific,Japan,Japan,0,0.02872556,0.024799904,0.01967739
0066000001ME18n,42806.29167,Mathilde Butkovich,MS,85,EMEA,Middle East,Middle East,0,0.064818683,0.057520433,0.035833939
0066000000ROFes,42855.29167,Darin Pellegren,MS,144,Americas,Canada,Canada,0,0.004480614,0.005757305,0.002584747
0066000001EdOyY,42818.29167,Noma Keller,MS,45,EMEA,Northern Europe,Northern Europe,0,0,0.013066545,0
0066000001SqjGN,42823.29167,Raeann Uriarte,MA,24,Americas,Latin America,Latin America,0,0.026735532,0.029998854,0.017406475
0066000000gfNpQ,42794.33333,Ted Williams,IFP,75,Americas,USA,Southwest,0,0.195688116,0.200426232,0.138791024
0066000001SqjGI,42886.29167,Mignon Mcdevitt,MS,5,Americas,USA,Mountain,0,0,0,0
0066000001EapfO,42734.33333,Serita Silberman,IFP,32.5928,EMEA,Western Europe,Western Europe,1,0.297384858,0,0.199227366
0066000001EadRJ,42747.33333,Ulysses Veitch,MA,5,Americas,USA,Central,0,0.025818629,0.02796481,0.015180891
0066000001Smm4M,42794.33333,Mariko Miers,MA,5,Americas,USA,Mountain,0,0,0.02796481,0
0066000001MFJq9,42766.33333,Randa Stoneham,MA,5,Americas,USA,Northwest,0,0,0.02796481,0
0066000001MHFnJ,42823.29167,Serita Silberman,MA,35,EMEA,Western Europe,Western Europe,0,0.030115134,0.030788341,0.026046795
0066000000ZYjI9,42429.33333,Wilma Rudolph,PDP,5,Americas,Canada,Canada,0,0,0,0
0066000001aPNMW,42747.33333,Kerri Walsh,MS,5,Americas,USA,Southwest,0,0.061358464,0.066210905,0.041642581
0066000001MHXn4,42703.33333,Mignon Mcdevitt,PDP,38.32855,Americas,USA,Mountain,0,0.015577877,0.017694639,0.010230429
0066000001aOBX5,42855.29167,Jeremiah Earwood,MS,83,Asia Pacific,Japan,Japan,0,0,0,0
0066000001So36W,42704.33333,Tom Brady,DT,5,Americas,USA,Southwest,0,0,0,0
0066000001Ecmy7,42315.33333,Lyn Freeberg,MA,5,EMEA,Middle East,Middle East,0,0.038566242,0.045049899,0.02554356
0066000000ORUxl,41582.33333,Tom Brady,MS,144,Americas,USA,Southwest,0,0,0.005008032,0
0066000001ME189,42752.33333,Mathilde Butkovich,MS,155,EMEA,Middle East,Middle East,0,0.099333619,0.10330553,0.056392356
0066000000fzzbh,42716.33333,Frederick Saul,IFP,23.67539,Americas,USA,Central,0,0.462428954,0.547933454,0.394963411
0066000000ZcJg3,42906.29167,Allegra Eakle,MS,149.8158,Asia Pacific,Japan,Japan,0,0,0.00929043,0
0066000001So36q,42794.33333,Kandi Citizen,PDP,155,Americas,USA,Central,0,0.059222182,0.068182231,0.03942375
0066000000msCbg,42794.33333,Edwina Fortson,PDP,5,Americas,USA,Southeast,0,0,0,0
00660000018HOuR,42766.33333,Wilma Rudolph,MA,123.35,Americas,USA,Southwest,0,0.084604769,0.082717678,0.056915709
0066000001SoxWL,42745.33333,Serita Silberman,MA,155,EMEA,Western Europe,Western Europe,0,0.064196287,0.07097826,0.035956062
0066000000QqjX4,44117.29167,Tressa Kennamer,MA,95.6658,Asia Pacific,AUS/NZ,AUS/NZ,0,0,0.006271309,0
0066000001EcWSC,42823.29167,Nicolette Wadkins,MA,65.61713,Americas,USA,Northeast,0,0.013263616,0.006257252,0.010959774
00660000018JIKc,42794.33333,Tom Brady,PDP,88.6191,Americas,USA,Southwest,0,0.047403106,0.038687015,0.033721434
00660000018LFLi,42762.33333,Tressa Kennamer,MA,155,EMEA,France,France,0,0.041146968,0.032220165,0.023317344
0066000001EZycd,42794.33333,Evelia Biondi,PDP,5,Americas,USA,Mountain,0,0,0.547933454,0
0066000001aOssX,42855.29167,Raeann Uriarte,MA,125.5,Americas,Latin America,Latin America,0,0.030215758,0.036815543,0.018420906
00660000018J6FI,42843.29167,Kerri Walsh,MA,45,Americas,USA,Southwest,0,0.022547061,0.021416921,0.014539211
0066000001MHEvT,42723.33333,Serita Silberman,MA,65,EMEA,Western Europe,Western Europe,0,0.040268326,0.03622598,0.028646839
0066000001MDsNQ,42723.33333,Ulysses Veitch,DT,236.67575,Americas,USA,Central,1,0.347806962,0.673903481,0.242806781
0066000000sAWkZ,42825.29167,Marcell Rosamond,MS,186.67,EMEA,Central Europe,Central Europe,0,0,0,0
0066000001Soa5T,42713.33333,Tressa Kennamer,IFP,88.4544,Asia Pacific,AUS/NZ,AUS/NZ,1,0.159721687,0.158724047,0.289939047
0066000000s6bB8,42886.29167,Marco Dunavant,MA,83.47152,Asia Pacific,China,China,0,0.004417679,1.81E-05,0.002641628
0066000001EaYyH,42727.33333,Mia Hamm,PDP,9.1125,Americas,USA,Southwest,1,0.45313836,0.17970754,0.255046359
0066000000TEWnS,42708.33333,Noma Keller,MA,123.33288,Asia Pacific,AUS/NZ,AUS/NZ,0,0.061595196,0.066549978,0.044867262
0066000001SocJp,42886.29167,Joetta Lafromboise,PDP,55,Americas,Canada,Canada,0,0.044360619,0.040027984,0.022743418
0066000000mpJCl,42490.29167,Tressa Kennamer,MA,5,Asia Pacific,AUS/NZ,AUS/NZ,0,0,0.17970754,0
00660000018I9uX,42825.29167,Fredricka Liu,DT,412.692,Asia Pacific,Japan,Japan,0,0.005006827,0.008918139,0.003936402
0066000001SnGA8,42883.29167,Frances Rasnake,MS,5,EMEA,Italy,Italy,0,0,0.17970754,0
0066000001aOuuD,42794.33333,Merlene Lassen,MS,153.1424,Americas,Canada,Canada,0,0.26563786,0.256736295,0.133612401
00660000012MjWE,42734.33333,Merlene Lassen,PDP,161.11538,Americas,Canada,Canada,1,0.524025199,0.521330586,0.129442524
00660000012LKwy,42732.33333,Evelia Biondi,MA,168.65,Americas,USA,Mountain,0,0.091295714,0.099138747,0.071681272
0066000000UssRx,42780.33333,Mariann Hardman,MA,455,EMEA,Northern Europe,Northern Europe,0,0.05812129,0.029060645,0.049765523
0066000001aO8ij,42886.29167,Randa Stoneham,IFP,5,Americas,USA,Northwest,0,0,0,0
0066000000ZcjBC,42815.29167,Marco Dunavant,IFP,95,EMEA,Western Europe,Western Europe,0,0,0.000470595,0
00660000012KPnY,42727.33333,Kym Rothermel,PDP,148.47,Americas,USA,Southeast,0,0.14048087,0.14261334,0.070721435
0066000001Ea77A,42709.33333,Mia Hamm,PDP,12.5384,Americas,USA,Southwest,1,0.404684267,0.404326362,0.260708514
00660000018I4U7,42916.29167,Tamar Boatner,MA,5,Americas,USA,Southeast,0,0,0,0
00660000018KOYT,42759.33333,Mathilde Butkovich,DT,45.4856,EMEA,Middle East,Middle East,0,0.045759156,0.053531641,0.031904312
0066000001MEnKN,42875.29167,Emilio Luczynski,MA,155,Asia Pacific,China,China,0,0,0,0
0066000001Sn7Ce,42793.33333,Wilma Rudolph,MS,155,Americas,Canada,Canada,0,0.087476336,0.088620275,0.044591107
0066000001SmyPx,42709.33333,Marco Dunavant,MA,125,EMEA,Western Europe,Western Europe,0,0.024854577,0.015984129,0.016401583
00660000018JSQH,42794.33333,Nicolette Wadkins,IFP,5,Americas,USA,Southeast,0,0,0,0
0066000001MF18C,42734.33333,Lillia Bocanegra,IFP,269.638,Americas,Canada,Canada,0,0.313137544,0.318627035,0.327555557
0066000000ZZYwv,42877.29167,Delinda Loving,MA,65,EMEA,Northern Europe,Northern Europe,0,0,0,0
0066000001aNztl,42753.33333,Mariann Hardman,MA,135,EMEA,Northern Europe,Northern Europe,0,0.049067363,0.057690242,0.043579684
0066000001L7jkF,42766.33333,Mozelle Archambault,MA,199.7662,Americas,USA,Northeast,1,0.002622881,0,0.131137674
00660000018KOYn,42882.29167,Mathilde Butkovich,DT,75,EMEA,Middle East,Middle East,0,0.064017464,0.061221394,0.032272191
00660000018KOYd,42771.33333,Mathilde Butkovich,DT,41.778,EMEA,Middle East,Middle East,0,0,0.053531641,0
0066000001aMf4D,42794.33333,Stephenie Mcelligott,MA,5,Americas,USA,Central,0,0.025327972,0.03235108,0.013314199
0066000001L7mvc,42794.33333,Stephenie Mcelligott,MA,5,Americas,USA,Central,0,0.018367701,0.020611199,0.015804063
0066000001aNa8e,42809.29167,Marco Dunavant,MA,5,Asia Pacific,Japan,Japan,0,0.000239133,0.000297981,0.000140571
0066000001aOEuo,42886.29167,Frederick Saul,MA,129.4524,Americas,USA,Northwest,0,0.015182564,0.00648819,0.011455972
0066000001EaUUK,42823.29167,Marco Dunavant,DT,179.768,Asia Pacific,Japan,Japan,0,0.056284944,0.056374887,0.031315515
0066000000j8Pl9,42429.33333,Tom Brady,MA,5,Americas,USA,Southwest,0,0,0.000297981,0
